age,gender,study_hours,self_study_hours,online_classes_hours,social_media_hours,gaming_hours,sleep_hours,screen_time_hours,internet_quality,mental_health_score,focus_index,burnout_level,productivity_score,exam_score
19,Male,7.44,0.82,0.38,3.16,0.51,8.46,11.23,Average,3,15,0,30.14,46.76
15,Other,3.68,1.51,2.4,5.54,1.9,6.37,9.45,Good,6,18,30,20.25,35.01
17,Other,5.76,2.01,2.13,3.48,2.27,5.42,7.46,Good,2,14,32,13.53,40.27
16,Female,5.17,2.04,3.38,2.57,2.04,6.88,4.26,Good,3,21,3,24.57,37.39
16,Female,5.35,1.5,1.95,3.03,1.98,8.59,10.65,Average,7,8,4,36.76,50.31
21,Other,9.46,1.93,3.56,2.66,0.59,5.67,10.47,Average,5,31,31,43.95,59.31
22,Other,4.21,1.05,0.51,4.41,1.96,8.81,4.6,Average,3,6,0,30.3,39.33
18,Female,3.57,0.48,2.48,5.28,3.0,7.18,8.95,Good,7,1,37,19.49,32.67
18,Other,7.26,5.09,1.67,1.79,0.84,6.65,7.67,Good,7,29,9,45.85,55.37
17,Other,1.82,2.69,1.02,3.78,1.77,8.92,5.25,Average,6,2,14,13.71,13.0
18,Female,5.62,3.25,1.25,3.64,2.72,5.74,2.32,Good,7,15,16,31.45,50.42
19,Female,2.62,1.52,1.88,2.24,4.21,8.91,0.98,Good,5,6,0,18.89,20.83
18,Male,4.92,0.01,0.32,4.38,1.79,8.35,5.13,Poor,2,9,1,24.64,38.26
21,Male,0.95,1.71,5.0,2.36,3.4,5.01,12.36,Poor,0,3,35,11.6,3.86
17,Other,4.48,1.99,2.92,4.07,1.01,5.58,6.96,Good,0,6,31,13.11,17.35
16,Other,5.32,2.63,3.53,2.11,1.39,6.33,11.03,Average,5,19,33,18.36,39.84
21,Other,4.11,3.89,0.11,3.36,1.79,9.08,4.31,Good,9,7,0,31.43,38.83
20,Female,6.26,3.46,2.87,4.01,0.67,7.57,8.95,Good,1,21,31,31.45,45.68
15,Other,6.88,2.22,2.91,1.36,1.93,7.67,6.28,Good,8,27,0,38.76,47.15
23,Other,4.3,2.73,0.09,0.44,2.61,6.52,3.12,Average,4,5,1,18.52,33.4
20,Female,3.35,2.18,1.86,4.14,2.63,6.22,7.87,Good,0,4,23,9.33,23.19
19,Female,5.7,2.16,1.68,3.51,2.97,6.97,7.04,Average,2,11,16,17.85,42.34
16,Other,6.5,1.45,3.02,1.79,0.13,6.95,4.87,Average,7,24,6,39.53,39.19
16,Female,4.36,3.0,0.24,4.72,0.18,8.1,5.13,Good,3,9,5,16.53,25.47
15,Male,0.31,0.63,3.22,3.44,3.47,6.55,7.67,Good,0,1,32,0.9,0.0
18,Other,6.84,3.64,0.89,1.16,1.68,4.4,2.05,Average,8,25,0,44.82,71.65
21,Other,4.66,2.61,2.4,2.98,0.47,6.48,2.31,Good,0,27,0,29.86,49.8
17,Male,3.05,1.93,2.89,6.33,0.22,6.55,10.91,Good,8,6,14,26.75,26.02
17,Female,3.57,0.82,3.41,2.93,2.33,7.77,3.23,Average,7,16,12,29.08,50.16
18,Female,5.71,2.93,1.52,1.71,2.86,7.55,7.11,Poor,5,28,0,40.49,51.16
18,Male,3.94,1.59,1.62,4.84,0.78,7.96,4.72,Good,6,13,0,21.77,12.49
21,Other,3.19,1.18,3.63,2.99,0.91,5.54,6.3,Average,8,14,21,27.13,42.52
16,Other,6.61,0.53,0.01,1.61,1.78,5.55,5.0,Poor,2,27,0,25.89,37.88
17,Other,4.95,1.95,1.83,0.93,2.38,7.65,9.99,Poor,5,16,18,35.77,41.27
20,Male,4.95,1.42,2.14,2.37,0.47,9.05,2.71,Average,4,15,0,22.04,42.7
17,Male,6.94,2.74,1.4,2.93,1.59,8.19,8.7,Good,2,23,16,37.0,40.03
24,Female,4.17,0.79,0.84,5.21,1.2,6.84,8.87,Poor,2,16,10,14.61,20.93
22,Male,8.26,2.32,2.23,2.37,1.71,6.29,10.01,Poor,10,30,6,59.36,56.43
19,Female,1.6,1.38,2.36,4.37,3.37,4.96,9.12,Average,6,11,44,11.62,25.42
22,Other,4.71,2.93,0.65,2.46,2.04,9.35,11.49,Average,2,15,8,27.58,31.8
18,Female,2.82,1.34,3.27,2.58,2.79,6.4,0.92,Average,6,11,27,25.28,42.41
17,Female,3.24,2.03,2.65,2.33,3.08,7.45,6.66,Poor,4,18,7,22.78,24.21
17,Male,3.47,1.48,1.83,1.82,1.75,9.44,4.75,Average,1,20,0,24.49,34.04
18,Female,7.36,2.43,2.17,2.67,3.04,7.51,1.37,Average,9,21,0,41.74,60.18
20,Male,4.91,0.82,0.99,5.17,1.94,8.7,9.2,Poor,8,6,15,28.85,35.09
15,Other,9.09,2.99,1.6,3.3,3.58,6.32,7.11,Average,5,23,10,33.23,60.01
22,Female,7.83,1.8,3.63,1.56,2.29,5.59,11.01,Poor,4,28,31,45.37,55.52
19,Male,2.59,1.58,1.77,5.17,3.22,5.95,5.24,Good,1,0,23,0.75,17.1
19,Male,6.92,2.93,3.95,4.6,1.49,6.25,0.68,Good,8,22,38,34.82,50.06
20,Female,0.67,4.76,3.8,1.94,1.5,4.48,10.78,Average,7,14,32,6.55,9.35
23,Female,3.33,1.8,3.44,1.91,0.24,7.49,6.99,Average,1,8,0,14.33,26.01
17,Male,3.23,1.58,4.46,2.49,1.5,3.82,6.87,Average,10,2,40,28.56,44.4
16,Female,6.39,2.42,2.26,2.52,0.45,6.72,10.5,Good,5,14,21,32.04,33.62
19,Male,5.2,2.08,1.1,2.36,3.64,8.19,6.46,Poor,6,31,22,33.39,36.89
18,Female,4.98,1.7,2.24,0.59,2.54,5.23,8.69,Average,8,15,17,39.25,61.39
21,Other,4.38,0.79,1.74,3.56,1.61,5.35,8.75,Good,3,11,26,14.43,33.6
16,Female,5.92,3.55,3.65,2.93,1.49,7.76,5.79,Poor,4,19,14,42.54,39.39
19,Other,4.85,0.7,0.15,5.61,1.27,7.29,4.48,Average,2,11,0,32.49,41.65
19,Female,5.8,0.43,2.14,3.29,1.46,6.19,8.03,Poor,6,16,17,38.15,57.39
18,Other,7.62,2.13,1.63,4.71,2.01,5.99,10.22,Average,10,21,23,48.38,70.15
18,Male,4.66,1.51,3.32,2.31,0.62,6.18,8.17,Poor,5,22,15,10.62,25.17
19,Female,4.0,0.84,4.53,0.04,1.8,6.16,6.43,Poor,2,16,5,22.57,43.73
21,Female,8.27,1.22,3.21,5.34,1.14,6.83,4.58,Average,7,23,18,42.4,63.74
21,Other,3.27,3.67,2.46,0.8,1.12,8.3,7.38,Average,3,6,4,23.99,28.09
20,Other,2.97,2.41,2.11,5.51,1.04,4.72,6.82,Good,4,9,42,10.93,16.51
21,Other,0.31,4.03,2.53,3.95,2.21,5.94,7.32,Average,3,0,34,7.67,14.03
17,Female,5.3,4.51,1.17,1.92,3.53,5.05,5.83,Good,0,23,7,20.57,42.65
20,Female,5.27,0.44,2.81,0.52,2.09,8.84,2.21,Poor,10,8,0,42.76,50.12
16,Male,2.76,1.29,2.14,1.28,0.54,10.32,5.36,Good,8,3,0,24.76,42.55
22,Other,4.66,2.93,2.68,5.85,1.85,8.74,10.93,Poor,9,15,21,19.71,35.13
17,Male,2.78,1.99,2.07,1.82,1.23,8.62,8.25,Average,3,8,1,17.72,38.66
21,Male,4.07,3.34,1.38,1.01,2.48,5.44,6.1,Good,8,19,9,41.99,38.25
22,Other,5.68,3.01,3.24,0.12,0.18,8.82,3.0,Average,6,31,1,33.12,42.02
15,Female,4.66,3.07,2.7,2.38,1.16,7.57,0.91,Good,6,9,0,27.76,33.33
16,Other,6.84,1.83,2.37,2.01,1.14,7.48,9.5,Poor,1,16,11,30.01,26.53
17,Female,5.07,1.99,0.09,5.15,1.71,6.0,4.77,Average,5,16,0,27.14,37.46
18,Female,3.59,2.01,3.36,4.84,2.41,7.06,4.91,Average,1,3,19,8.42,12.83
22,Female,4.37,0.31,1.17,3.86,1.77,9.61,7.97,Good,5,4,13,28.72,34.43
24,Male,2.36,3.45,1.31,4.67,1.66,6.87,3.67,Good,5,16,0,21.51,13.0
17,Male,3.0,0.04,2.04,2.71,3.44,6.29,9.05,Average,4,7,4,13.45,19.5
22,Female,1.71,2.63,2.61,2.71,2.24,9.05,2.96,Average,8,4,1,16.27,31.89
22,Male,4.87,1.92,1.58,2.91,3.39,7.02,11.39,Good,2,16,30,17.57,23.09
24,Male,9.27,1.11,1.2,4.74,1.44,6.27,7.47,Poor,4,29,9,46.49,60.31
17,Male,4.06,2.32,3.33,1.48,0.93,6.78,0.44,Good,5,20,1,21.96,21.56
16,Female,3.12,3.02,5.16,4.73,0.73,7.2,4.7,Good,6,15,35,19.44,38.92
20,Male,5.87,1.7,2.78,0.13,2.87,5.1,4.88,Poor,8,28,13,35.51,51.18
21,Male,8.46,4.1,1.84,2.4,2.77,8.41,1.62,Good,5,29,9,48.92,56.27
16,Other,6.08,2.23,3.53,1.94,1.65,7.58,9.25,Poor,9,19,10,40.21,50.06
18,Male,4.12,4.39,3.68,8.0,1.07,6.5,3.13,Poor,2,6,35,6.02,12.65
15,Male,8.58,2.73,3.45,2.1,1.62,7.95,5.88,Average,6,30,0,57.44,68.22
18,Other,2.19,1.37,0.41,4.0,0.77,5.78,7.72,Average,3,3,27,1.68,12.52
18,Other,6.17,1.37,2.43,6.12,3.49,8.94,6.8,Average,6,16,29,33.96,57.47
22,Female,4.52,0.02,1.32,4.99,2.91,5.43,7.47,Poor,8,15,13,29.13,39.12
18,Male,2.43,2.07,2.14,2.06,3.21,7.07,2.99,Good,4,14,18,28.22,39.55
19,Other,0.91,1.34,3.9,1.8,2.49,8.53,5.39,Poor,4,5,24,11.33,24.54
24,Male,4.1,0.96,1.01,1.57,0.15,7.29,2.75,Poor,4,15,0,26.24,28.72
18,Male,7.27,3.25,2.45,1.91,1.05,4.59,5.7,Poor,7,21,23,40.1,52.95
20,Female,2.57,0.63,3.52,5.29,1.38,7.33,5.25,Good,2,11,31,1.89,23.59
17,Female,1.6,3.01,3.93,3.47,3.15,6.69,9.24,Poor,6,0,31,4.04,4.06
16,Other,2.55,0.95,2.1,2.45,0.73,5.92,7.69,Poor,4,8,19,22.27,41.52
17,Female,2.76,1.18,5.12,3.07,1.35,5.87,10.65,Good,1,3,31,6.6,24.48
17,Male,2.21,2.94,4.23,1.82,5.36,8.56,11.64,Good,10,4,28,27.84,30.19
17,Female,2.15,0.53,0.53,5.25,2.54,6.89,9.01,Good,3,0,4,16.39,20.75
16,Male,3.41,0.68,0.83,3.76,0.12,8.39,9.56,Average,9,13,11,19.22,37.61
16,Male,4.51,0.6,0.34,2.69,1.36,6.49,4.31,Good,3,14,0,18.02,24.34
16,Other,2.13,0.06,3.05,3.09,4.09,6.73,7.58,Poor,5,5,28,7.72,11.16
17,Other,7.22,0.45,1.72,4.54,0.26,5.8,4.16,Poor,2,12,0,30.99,25.22
17,Female,5.23,1.52,2.11,3.75,1.3,4.66,10.77,Average,9,16,24,30.76,45.98
18,Other,3.08,5.2,2.5,0.07,1.51,5.45,6.5,Poor,3,16,17,15.24,19.88
21,Female,5.96,1.3,2.8,3.02,1.06,9.86,3.8,Poor,7,17,1,39.6,59.68
21,Female,3.63,1.13,1.72,1.33,1.5,7.85,9.34,Poor,9,7,0,19.28,40.53
18,Male,7.52,1.99,4.63,4.88,0.77,5.19,7.01,Good,7,24,25,49.3,68.69
21,Female,3.33,1.09,1.61,3.88,2.29,7.64,12.18,Average,9,5,17,27.36,34.79
18,Other,4.75,3.0,3.07,2.46,1.21,6.06,9.29,Poor,3,23,3,31.79,50.03
23,Female,6.04,2.26,2.06,5.67,2.5,7.3,5.13,Good,7,13,15,25.67,52.03
24,Other,7.15,4.54,2.51,1.93,2.16,7.78,7.81,Good,1,25,4,37.74,40.8
22,Male,1.87,1.76,2.78,0.38,0.11,8.21,12.31,Average,7,9,0,33.22,34.09
17,Other,1.84,2.99,2.71,6.14,0.48,5.8,6.72,Poor,8,0,30,17.72,23.46
22,Other,3.18,0.2,0.81,5.2,1.32,6.53,8.4,Average,3,7,24,11.85,24.68
19,Male,2.67,2.61,1.95,0.47,0.2,7.02,9.27,Poor,8,26,13,27.41,29.16
21,Male,3.0,2.69,2.47,5.7,0.4,5.64,7.84,Poor,8,8,38,23.71,22.11
17,Male,5.66,2.63,1.43,1.98,1.36,5.15,6.75,Average,5,28,14,30.85,37.24
21,Male,4.59,2.93,1.27,2.83,1.54,7.88,5.44,Good,10,20,11,30.68,40.59
25,Male,4.62,4.74,1.86,2.44,0.07,7.17,3.34,Good,3,16,14,20.39,5.62
18,Male,5.89,2.05,3.55,3.13,1.2,6.3,5.72,Good,9,26,14,37.32,58.68
15,Other,3.29,1.59,0.98,0.96,1.22,6.59,6.69,Poor,8,20,0,31.08,36.59
15,Other,4.68,1.49,2.02,4.84,0.62,6.81,7.33,Good,5,16,5,20.73,43.54
19,Female,6.37,2.46,0.41,3.12,2.94,8.2,3.83,Poor,5,9,7,32.79,24.87
22,Female,3.66,0.24,1.66,5.52,1.85,7.2,14.36,Good,3,0,17,8.59,17.17
20,Male,6.32,1.53,3.32,6.35,1.93,8.25,4.13,Poor,2,10,15,24.3,11.46
17,Female,7.55,2.73,2.29,1.83,1.78,5.98,4.56,Good,4,27,0,50.1,71.75
17,Female,3.68,1.38,0.52,2.92,0.38,5.51,7.42,Poor,9,0,17,10.43,29.07
20,Other,5.2,2.98,0.16,0.87,4.86,6.81,6.75,Poor,3,13,0,37.16,32.53
15,Other,3.62,2.23,1.66,3.18,2.04,6.58,5.08,Average,7,12,20,22.73,21.8
14,Female,2.19,2.51,1.54,1.58,2.05,3.4,2.84,Average,8,13,21,17.05,32.86
17,Male,2.93,3.63,1.49,5.6,1.53,5.71,3.59,Good,8,17,19,13.47,28.01
16,Other,2.23,2.23,2.77,4.84,0.66,7.39,6.77,Average,1,10,13,7.37,13.62
21,Other,3.11,2.23,1.83,5.99,0.97,7.95,7.5,Good,7,5,4,11.43,17.63
16,Other,6.01,2.36,1.95,3.85,1.92,7.07,6.81,Good,2,19,12,21.83,42.17
17,Other,3.01,0.92,4.06,0.29,0.58,5.51,7.92,Average,7,14,20,20.66,30.3
21,Female,4.87,2.53,0.16,1.89,1.94,9.07,1.85,Average,8,15,0,35.73,56.06
17,Other,4.85,0.55,2.33,0.93,2.09,4.88,8.28,Poor,5,14,18,28.53,34.23
19,Male,5.96,2.31,1.93,5.46,2.79,5.53,6.83,Poor,4,16,2,25.65,39.62
19,Female,9.71,0.32,3.18,3.61,0.37,10.36,7.63,Good,7,27,13,48.39,75.21
16,Male,6.88,4.09,2.01,4.38,0.8,8.62,9.6,Poor,3,28,22,32.35,24.16
20,Female,3.08,2.15,1.06,2.8,3.17,7.18,3.71,Average,7,2,0,23.42,19.84
23,Other,0.99,4.1,3.77,5.64,2.62,8.87,7.87,Average,0,1,36,0.54,10.54
18,Female,4.66,2.57,0.68,3.44,0.83,8.42,7.2,Average,1,16,0,26.55,32.97
22,Female,2.42,1.06,4.6,4.31,1.46,7.43,9.19,Good,5,11,24,7.43,14.85
16,Male,5.41,2.58,1.24,3.72,1.95,6.09,3.67,Poor,5,17,6,29.57,31.23
19,Other,5.05,2.55,1.67,3.23,1.78,7.05,4.14,Average,0,14,6,23.69,27.22
20,Male,4.72,1.16,2.65,4.28,1.98,5.41,5.16,Good,7,21,19,25.99,38.26
23,Male,6.09,1.56,4.57,2.37,2.58,7.92,5.75,Good,10,19,17,40.3,61.97
17,Male,4.64,2.19,1.41,2.38,2.76,5.81,11.68,Good,5,19,19,40.32,42.27
23,Other,2.52,1.46,2.04,3.49,0.63,7.74,7.62,Good,2,3,20,12.16,21.73
19,Male,3.46,2.16,1.85,5.27,2.12,6.64,3.89,Average,3,22,7,23.19,23.91
24,Other,4.14,4.21,0.93,4.76,2.15,8.92,3.51,Good,8,10,3,20.6,32.83
21,Female,6.02,2.49,1.36,2.88,3.58,7.03,6.48,Average,4,30,2,37.14,56.18
19,Other,6.1,2.29,3.25,6.57,0.03,6.21,6.29,Good,1,13,32,25.11,38.06
20,Female,6.49,3.82,1.97,5.77,1.22,8.53,4.05,Good,1,11,10,21.86,29.37
15,Female,2.2,1.37,1.6,4.78,1.67,6.47,5.03,Average,7,3,16,10.58,2.66
20,Male,5.38,0.87,0.38,1.89,1.3,7.72,4.27,Good,6,15,0,27.62,66.55
17,Other,2.0,2.53,1.5,1.8,2.62,9.11,10.16,Good,9,4,2,23.41,26.27
21,Male,5.64,1.82,1.72,3.2,0.38,6.18,7.01,Average,9,20,11,40.22,65.58
19,Other,3.95,1.06,2.5,3.41,2.37,6.88,3.21,Good,7,11,3,26.5,49.78
16,Other,5.91,1.6,2.59,2.51,2.78,8.02,2.61,Good,2,15,14,31.29,31.89
18,Male,3.83,1.5,2.66,3.78,2.31,8.62,5.53,Average,5,15,10,19.35,28.74
19,Other,7.11,2.45,1.28,2.55,0.1,6.02,5.71,Poor,3,20,8,35.5,48.02
19,Other,6.08,2.43,3.09,2.84,1.1,6.64,7.49,Good,5,21,33,27.85,42.86
21,Female,2.62,3.64,2.71,2.06,0.97,6.97,4.11,Average,3,5,2,9.19,12.61
21,Male,4.73,1.33,0.87,3.94,1.6,5.9,6.62,Average,5,12,7,23.62,27.63
20,Other,0.93,2.14,3.26,2.2,2.96,8.67,7.39,Good,0,0,7,1.5,25.05
17,Other,3.68,0.83,0.66,4.82,1.74,3.7,8.86,Average,0,9,20,4.12,27.95
16,Female,5.14,0.89,0.53,2.33,0.38,6.52,5.71,Good,1,20,0,25.92,32.22
17,Female,1.61,2.54,2.82,3.26,1.03,8.51,1.2,Poor,5,2,10,20.1,12.92
18,Other,5.18,2.54,0.7,0.64,2.14,8.89,7.15,Good,6,16,0,38.27,50.32
19,Other,4.79,2.52,1.01,3.32,0.09,6.44,4.69,Poor,2,18,0,21.79,20.92
17,Other,3.95,4.08,2.6,3.82,0.72,7.38,10.83,Poor,4,8,20,9.73,31.36
20,Other,6.15,1.29,3.43,1.84,1.91,7.61,5.06,Poor,3,17,4,32.24,42.95
22,Male,7.74,1.09,3.25,1.56,1.44,6.15,6.55,Poor,7,21,10,46.77,57.92
19,Male,4.57,1.77,3.42,1.69,1.91,7.58,2.01,Poor,7,8,1,39.42,48.95
20,Male,3.46,3.15,2.1,2.14,2.31,7.7,5.58,Average,2,13,20,33.57,28.78
21,Male,6.49,0.84,2.85,1.48,1.5,4.19,5.54,Poor,2,22,25,26.19,57.29
21,Other,4.46,3.69,0.74,2.76,2.64,8.19,12.84,Average,3,10,6,22.01,27.66
17,Female,3.22,5.36,0.86,4.33,1.02,6.24,6.33,Average,0,10,5,4.51,9.55
17,Other,8.0,4.87,2.23,1.93,1.48,7.91,6.81,Good,4,35,10,30.65,59.47
17,Male,5.58,1.96,3.25,0.31,0.06,7.99,10.9,Good,7,21,0,31.66,45.3
17,Female,8.74,1.1,2.96,1.5,1.63,6.0,7.08,Average,10,26,36,57.27,76.07
19,Male,4.38,1.34,1.9,4.76,1.19,6.53,8.13,Good,1,25,24,22.42,27.42
20,Female,2.71,4.34,1.4,2.31,2.28,9.69,5.88,Poor,3,16,0,16.29,27.81
19,Male,3.66,0.79,3.18,4.12,1.78,6.9,4.2,Average,5,16,11,24.69,26.04
17,Male,3.57,3.84,0.81,0.79,1.46,7.92,8.47,Good,8,13,1,30.56,24.91
20,Female,6.81,2.14,2.47,2.57,1.39,3.91,6.0,Good,1,26,19,20.65,35.16
16,Other,3.41,0.59,1.72,3.02,1.79,6.9,8.88,Average,8,10,8,15.29,42.43
21,Male,2.53,0.98,1.2,3.65,0.13,8.29,9.92,Good,1,0,0,13.51,20.27
21,Other,6.62,2.97,2.12,3.99,2.21,6.96,0.8,Average,7,21,7,35.31,26.78
16,Male,2.79,1.29,2.4,0.06,2.54,7.53,5.35,Poor,9,7,11,29.79,28.11
22,Other,7.83,0.4,0.13,0.91,1.97,8.26,5.89,Poor,7,24,0,45.97,61.96
19,Other,2.92,1.97,3.03,5.19,2.52,7.44,3.68,Good,9,5,21,11.8,20.52
22,Male,4.38,2.45,2.71,2.89,1.5,5.21,10.42,Good,8,19,20,27.12,41.52
20,Male,7.13,2.66,2.55,5.02,2.22,7.01,8.48,Average,1,26,24,24.36,33.87
17,Female,4.02,3.05,2.05,4.34,1.34,5.62,7.52,Average,6,15,24,12.68,43.07
15,Other,4.95,0.35,1.28,0.23,0.95,8.46,1.93,Good,2,16,0,19.88,38.69
15,Male,5.32,3.11,0.92,6.0,2.68,7.11,9.67,Good,8,14,28,21.98,31.31
21,Male,3.77,1.82,1.68,1.93,1.15,9.1,6.78,Average,1,1,18,12.78,26.87
16,Female,2.48,1.09,2.69,2.51,1.22,5.2,5.61,Good,9,8,24,19.57,26.87
24,Male,3.95,0.77,0.52,4.08,2.95,5.69,8.99,Poor,6,6,29,11.02,32.85
20,Female,7.55,1.8,1.12,2.54,3.79,5.95,10.39,Poor,4,15,11,41.5,56.89
20,Other,3.42,2.5,2.48,3.42,1.25,7.85,13.15,Average,10,0,26,18.02,37.96
18,Male,4.63,3.42,2.48,2.61,2.52,6.83,10.95,Average,6,17,29,13.86,35.93
19,Male,7.72,3.21,0.74,3.68,0.24,6.85,8.75,Good,6,26,15,41.31,50.38
19,Other,4.86,5.01,1.42,5.91,0.01,6.67,3.42,Poor,9,18,1,32.24,33.66
22,Other,4.9,1.61,1.67,1.95,2.0,5.79,11.47,Good,5,18,22,15.03,25.02
15,Male,5.51,2.12,1.03,5.32,3.05,5.04,6.66,Good,4,13,29,20.42,43.5
23,Other,6.69,0.13,0.65,3.2,2.86,5.76,10.48,Poor,5,24,26,44.33,45.45
20,Male,6.81,1.22,4.88,1.0,2.43,6.82,7.23,Good,0,18,15,27.28,41.77
16,Male,4.7,2.42,2.8,1.48,1.69,9.49,9.42,Average,1,17,20,14.89,8.51
19,Other,5.6,3.17,0.22,5.21,0.81,5.93,7.68,Average,3,21,15,24.4,38.1
19,Female,2.58,3.21,1.41,3.54,0.59,5.75,8.64,Poor,2,5,23,4.57,24.87
17,Male,5.09,2.52,1.05,4.71,1.05,3.47,9.85,Good,9,11,30,37.27,40.09
22,Female,1.68,1.67,3.81,5.53,1.17,8.79,5.73,Good,9,3,9,15.11,30.91
18,Male,3.31,2.07,4.88,2.54,0.75,8.7,8.0,Average,3,8,28,17.54,24.28
16,Other,4.47,1.05,1.07,1.38,0.47,7.35,10.17,Poor,8,9,5,36.62,48.2
19,Male,2.12,2.71,0.95,5.73,1.41,7.55,5.83,Average,0,5,25,3.2,12.22
20,Other,6.89,3.53,1.99,3.95,0.18,8.44,0.68,Poor,1,24,0,35.53,46.14
19,Female,3.17,2.22,4.96,0.3,0.5,7.27,3.53,Good,1,14,6,12.94,38.88
16,Female,1.58,2.91,2.84,0.35,2.93,7.72,5.68,Average,10,9,5,22.93,28.92
16,Male,4.66,2.28,2.6,3.14,2.47,4.97,4.25,Good,9,28,36,46.35,65.01
21,Male,5.64,0.92,1.22,3.67,1.33,7.59,10.46,Average,10,21,6,38.91,45.19
22,Other,3.86,4.88,1.05,3.37,1.09,6.37,12.18,Average,7,17,23,34.43,39.29
22,Female,5.53,1.12,0.96,4.01,4.44,6.67,5.31,Poor,0,7,15,15.64,34.07
16,Male,5.42,3.83,1.19,4.82,3.67,10.2,8.08,Average,1,15,1,12.15,22.86
22,Other,2.27,1.49,1.66,3.74,1.48,6.03,6.16,Poor,6,0,0,14.12,24.24
19,Female,4.6,0.15,1.99,1.59,0.07,6.65,5.83,Average,7,19,9,29.31,36.74
16,Other,4.48,1.36,2.02,3.75,2.64,7.74,6.66,Good,7,12,25,33.7,28.41
23,Female,6.06,0.04,0.89,3.45,1.47,9.11,3.93,Good,2,4,0,20.79,52.32
16,Male,3.03,2.05,0.61,5.23,0.83,8.39,7.15,Average,5,15,11,25.01,21.46
19,Female,2.28,1.05,1.8,3.18,0.06,8.33,8.15,Average,9,7,0,18.57,19.96
16,Other,5.63,3.07,2.96,3.61,1.36,4.52,4.63,Good,2,22,18,28.17,27.97
17,Other,4.74,2.26,2.05,3.83,2.9,5.73,2.48,Good,1,17,23,24.52,26.44
21,Female,4.23,1.6,1.15,3.27,0.7,5.23,0.88,Poor,7,25,9,27.36,56.61
21,Male,5.35,2.2,3.35,0.74,1.48,6.16,1.88,Average,4,15,0,34.95,30.95
19,Male,7.14,1.07,0.34,4.45,1.45,6.23,7.0,Good,9,13,4,37.71,47.31
17,Female,3.97,3.03,0.96,2.61,1.48,5.64,4.37,Average,0,14,16,20.73,10.56
17,Female,2.08,1.18,0.2,4.14,3.37,7.62,6.07,Good,4,3,12,2.85,15.51
15,Other,3.98,1.69,1.89,4.71,0.76,6.59,7.29,Good,3,16,22,14.0,29.47
22,Female,0.14,1.3,3.31,5.1,0.92,8.89,4.88,Average,1,0,18,1.79,2.0
16,Other,2.93,5.61,3.67,3.29,3.78,6.84,11.1,Good,1,9,33,10.85,4.96
21,Other,4.86,0.6,2.22,3.36,2.23,8.33,3.22,Poor,1,4,29,19.45,24.09
18,Other,3.55,2.48,0.6,3.87,1.97,8.93,9.73,Average,0,14,19,7.31,25.59
19,Male,4.19,2.32,1.09,5.08,2.65,6.58,9.81,Average,2,3,24,9.65,15.9
16,Male,1.96,2.66,1.45,1.29,1.89,7.9,6.52,Average,4,9,14,15.24,19.31
23,Other,2.93,1.23,1.84,2.86,1.63,5.88,5.45,Poor,7,0,31,6.18,28.05
18,Male,5.14,0.36,1.43,2.41,1.86,7.82,8.18,Average,0,14,17,26.46,34.74
18,Female,7.85,1.38,1.93,2.67,0.03,8.06,1.86,Poor,5,35,1,53.47,61.36
18,Male,5.68,2.82,2.29,3.2,2.38,7.63,9.62,Good,3,23,9,35.72,36.08
22,Other,5.54,4.74,2.46,2.49,3.06,6.38,3.96,Poor,7,21,13,37.96,31.54
22,Female,5.19,1.21,2.6,0.91,0.19,5.03,1.69,Poor,1,24,0,27.47,21.95
23,Other,4.61,1.86,3.86,3.55,0.33,8.65,9.8,Good,5,20,14,29.91,47.94
16,Female,5.37,2.92,1.63,2.08,0.72,8.42,7.89,Average,9,13,0,32.22,31.85
21,Male,5.33,0.76,0.59,5.12,2.8,7.09,6.04,Poor,10,18,1,31.11,44.97
19,Female,5.87,4.49,1.53,2.86,0.4,8.33,7.1,Good,2,38,3,34.08,20.89
16,Female,8.08,2.99,1.24,2.14,4.2,6.48,2.2,Poor,7,20,0,47.61,55.57
16,Female,5.43,4.18,1.03,1.24,2.42,4.6,9.79,Good,8,17,16,42.04,48.69
20,Other,4.04,3.55,3.5,3.14,1.85,7.55,6.26,Average,4,7,24,13.34,26.16
20,Female,5.74,2.6,1.56,3.56,2.64,7.84,6.64,Good,3,26,16,29.43,33.56
22,Female,6.51,3.22,0.39,3.98,1.93,8.29,6.55,Good,5,12,0,40.84,50.35
18,Female,4.09,2.04,0.78,3.91,2.22,6.68,8.6,Average,2,7,20,18.36,15.19
20,Other,3.86,1.89,1.98,1.07,1.39,9.33,6.3,Good,3,21,0,25.03,31.02
20,Other,1.87,0.82,2.39,2.25,2.6,7.0,10.27,Poor,4,3,23,6.5,25.6
17,Male,4.06,1.8,2.18,1.91,0.7,3.79,3.11,Good,4,12,0,32.0,40.79
20,Male,1.09,1.74,2.02,3.14,0.95,7.1,2.3,Poor,1,0,0,1.69,8.41
17,Male,3.48,1.41,1.31,5.04,0.05,6.72,3.21,Poor,6,20,7,17.51,31.4
17,Female,6.94,4.13,4.61,3.55,1.31,8.12,14.06,Average,8,32,35,41.79,49.19
23,Other,4.33,3.55,3.7,3.74,3.2,9.56,8.38,Poor,8,18,19,26.05,32.45
23,Other,5.56,1.16,1.19,6.06,2.02,7.91,5.13,Good,6,6,24,24.55,46.25
